2019-09-12 18:40:14.362202	策略初始化完成
2019-09-12 18:40:14.362224	开始回放历史数据
Keep Low=> total_count=1, avg_price_diff=90, total_volume_a=56717.0, total_volume_b=105105.0
Keep Low=> total_count=3, avg_price_diff=94, total_volume_a=244354.0, total_volume_b=419775.0
Keep Low=> total_count=1, avg_price_diff=94, total_volume_a=78052.0, total_volume_b=190670.0
Keep Low=> total_count=1, avg_price_diff=95, total_volume_a=48504.0, total_volume_b=154745.0
Keep Low=> total_count=4, avg_price_diff=94, total_volume_a=720233.0, total_volume_b=601291.0
Keep Low=> total_count=4, avg_price_diff=79, total_volume_a=410661.0, total_volume_b=437763.0
Keep Low=> total_count=5, avg_price_diff=92, total_volume_a=565128.0, total_volume_b=334241.0
Keep Low=> total_count=2, avg_price_diff=91, total_volume_a=117867.0, total_volume_b=59626.0
Keep Low=> total_count=1, avg_price_diff=91, total_volume_a=70708.0, total_volume_b=142250.0
Keep Low=> total_count=4, avg_price_diff=89, total_volume_a=422539.0, total_volume_b=321140.0
Keep Low=> total_count=25, avg_price_diff=89, total_volume_a=2223595.0, total_volume_b=1582260.0
Keep Low=> total_count=7, avg_price_diff=83, total_volume_a=2117845.0, total_volume_b=491359.0
Keep Low=> total_count=86, avg_price_diff=75, total_volume_a=10228713.0, total_volume_b=6623780.0
Keep Low=> total_count=32, avg_price_diff=83, total_volume_a=5347607.0, total_volume_b=2955960.0
Keep Low=> total_count=3, avg_price_diff=93, total_volume_a=282704.0, total_volume_b=172670.0
Keep Low=> total_count=3, avg_price_diff=92, total_volume_a=716452.0, total_volume_b=355419.0
Keep Low=> total_count=2, avg_price_diff=94, total_volume_a=124166.0, total_volume_b=50925.0
Keep Low=> total_count=2, avg_price_diff=93, total_volume_a=97395.0, total_volume_b=188373.0
Keep Low=> total_count=1, avg_price_diff=94, total_volume_a=54476.0, total_volume_b=19067.0
Keep Low=> total_count=1, avg_price_diff=93, total_volume_a=113469.0, total_volume_b=10140.0
Keep Low=> total_count=2, avg_price_diff=95, total_volume_a=185856.0, total_volume_b=115721.0
Keep Low=> total_count=32, avg_price_diff=88, total_volume_a=2842693.0, total_volume_b=2084959.0
Keep Low=> total_count=2, avg_price_diff=91, total_volume_a=98167.0, total_volume_b=37731.0
Keep Low=> total_count=12, avg_price_diff=88, total_volume_a=835711.0, total_volume_b=267089.0
Keep Low=> total_count=1, avg_price_diff=99, total_volume_a=51189.0, total_volume_b=66718.0
Keep Low=> total_count=2, avg_price_diff=89, total_volume_a=239958.0, total_volume_b=70489.0
Keep Low=> total_count=4, avg_price_diff=95, total_volume_a=449676.0, total_volume_b=282898.0
Keep Low=> total_count=1, avg_price_diff=94, total_volume_a=17794.0, total_volume_b=89604.0
Keep High=> total_count=1, avg_price_diff=330, total_volume_a=1229734.0, total_volume_b=1948087.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=101410.0, total_volume_b=56837.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=13700.0, total_volume_b=7347.0
Keep High=> total_count=1, avg_price_diff=305, total_volume_a=15523.0, total_volume_b=10410.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=122212.0, total_volume_b=14433.0
Keep High=> total_count=3, avg_price_diff=303, total_volume_a=255053.0, total_volume_b=144727.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=13561.0, total_volume_b=3000.0
Keep High=> total_count=1, avg_price_diff=304, total_volume_a=58757.0, total_volume_b=19048.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=13032.0, total_volume_b=3783.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=206215.0, total_volume_b=120473.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=149367.0, total_volume_b=211540.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=122567.0, total_volume_b=74112.0
Keep High=> total_count=8, avg_price_diff=308, total_volume_a=477823.0, total_volume_b=319438.0
Keep High=> total_count=11, avg_price_diff=314, total_volume_a=1050110.0, total_volume_b=747208.0
Keep High=> total_count=13, avg_price_diff=313, total_volume_a=442720.0, total_volume_b=556343.0
Keep High=> total_count=12, avg_price_diff=306, total_volume_a=663402.0, total_volume_b=763792.0
Keep High=> total_count=5, avg_price_diff=305, total_volume_a=233845.0, total_volume_b=135162.0
Keep High=> total_count=1, avg_price_diff=305, total_volume_a=211404.0, total_volume_b=30252.0
Keep High=> total_count=1, avg_price_diff=304, total_volume_a=364146.0, total_volume_b=737.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=15623.0, total_volume_b=109744.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=16879.0, total_volume_b=6851.0
Keep High=> total_count=24, avg_price_diff=310, total_volume_a=1756184.0, total_volume_b=1322507.0
Keep High=> total_count=17, avg_price_diff=305, total_volume_a=725251.0, total_volume_b=588643.0
Keep High=> total_count=1, avg_price_diff=305, total_volume_a=7820.0, total_volume_b=79446.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=7600.0, total_volume_b=7369.0
Keep High=> total_count=7, avg_price_diff=307, total_volume_a=349730.0, total_volume_b=380315.0
Keep High=> total_count=8, avg_price_diff=302, total_volume_a=228247.0, total_volume_b=102660.0
Keep High=> total_count=2, avg_price_diff=300, total_volume_a=104310.0, total_volume_b=8450.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=7758.0, total_volume_b=59102.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=86406.0, total_volume_b=46095.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=18488.0, total_volume_b=24400.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=50379.0, total_volume_b=54551.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=102008.0, total_volume_b=46377.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=16430.0, total_volume_b=2450.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=16880.0, total_volume_b=10567.0
Keep High=> total_count=3, avg_price_diff=305, total_volume_a=1273507.0, total_volume_b=326967.0
Keep High=> total_count=6, avg_price_diff=309, total_volume_a=1648446.0, total_volume_b=377365.0
Keep High=> total_count=2, avg_price_diff=307, total_volume_a=929935.0, total_volume_b=449058.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=156407.0, total_volume_b=97744.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=166700.0, total_volume_b=137357.0
Keep High=> total_count=3, avg_price_diff=311, total_volume_a=360678.0, total_volume_b=170598.0
Keep High=> total_count=2, avg_price_diff=306, total_volume_a=188220.0, total_volume_b=96929.0
Keep High=> total_count=24, avg_price_diff=311, total_volume_a=4444822.0, total_volume_b=718109.0
Keep High=> total_count=3, avg_price_diff=307, total_volume_a=113987.0, total_volume_b=46325.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=122252.0, total_volume_b=151686.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=11392.0, total_volume_b=264.0
Keep High=> total_count=46, avg_price_diff=314, total_volume_a=5887334.0, total_volume_b=2904130.0
Keep High=> total_count=4, avg_price_diff=304, total_volume_a=150095.0, total_volume_b=226158.0
Keep High=> total_count=4, avg_price_diff=304, total_volume_a=204850.0, total_volume_b=305880.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=240261.0, total_volume_b=11585.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=49486.0, total_volume_b=36830.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=79924.0, total_volume_b=70374.0
Keep High=> total_count=2, avg_price_diff=306, total_volume_a=18456.0, total_volume_b=56475.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=79714.0, total_volume_b=6300.0
Keep High=> total_count=4, avg_price_diff=303, total_volume_a=421893.0, total_volume_b=100201.0
Keep High=> total_count=5, avg_price_diff=302, total_volume_a=274363.0, total_volume_b=86809.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=16001.0, total_volume_b=10000.0
Keep High=> total_count=6, avg_price_diff=308, total_volume_a=1124435.0, total_volume_b=1142822.0
Keep High=> total_count=12, avg_price_diff=317, total_volume_a=6731993.0, total_volume_b=3477600.0
Keep High=> total_count=3, avg_price_diff=303, total_volume_a=435704.0, total_volume_b=233213.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=126007.0, total_volume_b=52620.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=356861.0, total_volume_b=82829.0
Keep High=> total_count=3, avg_price_diff=303, total_volume_a=439678.0, total_volume_b=84169.0
Keep High=> total_count=2, avg_price_diff=304, total_volume_a=291590.0, total_volume_b=28750.0
Keep High=> total_count=4, avg_price_diff=308, total_volume_a=581588.0, total_volume_b=523085.0
Keep High=> total_count=2, avg_price_diff=313, total_volume_a=140308.0, total_volume_b=70230.0
Keep High=> total_count=1, avg_price_diff=309, total_volume_a=131522.0, total_volume_b=35436.0
Keep High=> total_count=4, avg_price_diff=303, total_volume_a=256639.0, total_volume_b=102902.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=159816.0, total_volume_b=29477.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=1532.0, total_volume_b=20732.0
Keep High=> total_count=1, avg_price_diff=347, total_volume_a=332428.0, total_volume_b=70649.0
Keep High=> total_count=2, avg_price_diff=301, total_volume_a=123395.0, total_volume_b=42157.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=236317.0, total_volume_b=13392.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=19000.0, total_volume_b=1100.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=1215203.0, total_volume_b=20860.0
Keep High=> total_count=2, avg_price_diff=301, total_volume_a=149144.0, total_volume_b=42399.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=1438.0, total_volume_b=4550.0
Keep High=> total_count=1, avg_price_diff=304, total_volume_a=7949.0, total_volume_b=15275.0
Keep High=> total_count=279, avg_price_diff=329, total_volume_a=17399290.0, total_volume_b=13943311.0
Keep High=> total_count=33, avg_price_diff=312, total_volume_a=5664649.0, total_volume_b=1680158.0
Keep High=> total_count=4, avg_price_diff=311, total_volume_a=244130.0, total_volume_b=60586.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=41577.0, total_volume_b=9806.0
Keep High=> total_count=24, avg_price_diff=308, total_volume_a=860316.0, total_volume_b=455428.0
Keep High=> total_count=17, avg_price_diff=305, total_volume_a=97645.0, total_volume_b=177022.0
Keep High=> total_count=8, avg_price_diff=305, total_volume_a=649953.0, total_volume_b=209071.0
Keep High=> total_count=3, avg_price_diff=306, total_volume_a=37564.0, total_volume_b=17512.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=32730.0, total_volume_b=327054.0
Keep High=> total_count=5, avg_price_diff=304, total_volume_a=478909.0, total_volume_b=130708.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=71543.0, total_volume_b=18484.0
Keep High=> total_count=7, avg_price_diff=309, total_volume_a=159651.0, total_volume_b=181456.0
Keep High=> total_count=13, avg_price_diff=304, total_volume_a=1666589.0, total_volume_b=453885.0
Keep High=> total_count=5, avg_price_diff=305, total_volume_a=144606.0, total_volume_b=31878.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=7575.0, total_volume_b=17823.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=57704.0, total_volume_b=15091.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=153668.0, total_volume_b=51860.0
Keep High=> total_count=2, avg_price_diff=304, total_volume_a=185500.0, total_volume_b=42868.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=59078.0, total_volume_b=55192.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=74039.0, total_volume_b=46032.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=13737.0, total_volume_b=49071.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=6102.0, total_volume_b=21900.0
Keep High=> total_count=1, avg_price_diff=348, total_volume_a=1456789.0, total_volume_b=370475.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=382659.0, total_volume_b=183242.0
Keep High=> total_count=1, avg_price_diff=304, total_volume_a=181072.0, total_volume_b=63497.0
Keep High=> total_count=2, avg_price_diff=308, total_volume_a=84947.0, total_volume_b=47524.0
Keep High=> total_count=3, avg_price_diff=304, total_volume_a=534137.0, total_volume_b=134291.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=182079.0, total_volume_b=138240.0
Keep High=> total_count=1, avg_price_diff=308, total_volume_a=58728.0, total_volume_b=47214.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=118825.0, total_volume_b=122383.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=13161.0, total_volume_b=2805.0
Keep High=> total_count=2, avg_price_diff=304, total_volume_a=494818.0, total_volume_b=352090.0
Keep High=> total_count=1, avg_price_diff=320, total_volume_a=1028.0, total_volume_b=760.0
Keep High=> total_count=3, avg_price_diff=306, total_volume_a=97966.0, total_volume_b=17613.0
Keep High=> total_count=2, avg_price_diff=306, total_volume_a=526506.0, total_volume_b=248890.0
Keep High=> total_count=59, avg_price_diff=314, total_volume_a=4276120.0, total_volume_b=2182089.0
Keep High=> total_count=35, avg_price_diff=313, total_volume_a=1693354.0, total_volume_b=878498.0
Keep High=> total_count=8, avg_price_diff=307, total_volume_a=413730.0, total_volume_b=105127.0
Keep High=> total_count=17, avg_price_diff=312, total_volume_a=703670.0, total_volume_b=243418.0
Keep High=> total_count=13, avg_price_diff=303, total_volume_a=419514.0, total_volume_b=244897.0
Keep High=> total_count=5, avg_price_diff=308, total_volume_a=399335.0, total_volume_b=558947.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=10190.0, total_volume_b=16798.0
Keep High=> total_count=1, avg_price_diff=315, total_volume_a=146872.0, total_volume_b=25920.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=53011.0, total_volume_b=18947.0
Keep High=> total_count=5, avg_price_diff=308, total_volume_a=578605.0, total_volume_b=162241.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=235524.0, total_volume_b=60517.0
Keep High=> total_count=2, avg_price_diff=308, total_volume_a=440982.0, total_volume_b=115489.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=650894.0, total_volume_b=213396.0
Keep High=> total_count=3, avg_price_diff=303, total_volume_a=959868.0, total_volume_b=382411.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=109948.0, total_volume_b=76901.0
Keep High=> total_count=3, avg_price_diff=311, total_volume_a=833829.0, total_volume_b=609202.0
Keep High=> total_count=4, avg_price_diff=307, total_volume_a=514366.0, total_volume_b=121313.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=99481.0, total_volume_b=111300.0
Keep High=> total_count=2, avg_price_diff=304, total_volume_a=127487.0, total_volume_b=41693.0
Keep High=> total_count=3, avg_price_diff=306, total_volume_a=172027.0, total_volume_b=108688.0
Keep High=> total_count=34, avg_price_diff=313, total_volume_a=5551128.0, total_volume_b=3907559.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=39401.0, total_volume_b=31197.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=31576.0, total_volume_b=39884.0
Keep High=> total_count=3, avg_price_diff=302, total_volume_a=143187.0, total_volume_b=138727.0
Keep High=> total_count=4, avg_price_diff=303, total_volume_a=334134.0, total_volume_b=107518.0
Keep High=> total_count=1, avg_price_diff=310, total_volume_a=24983.0, total_volume_b=63447.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=135141.0, total_volume_b=62796.0
Keep High=> total_count=7, avg_price_diff=307, total_volume_a=596981.0, total_volume_b=252756.0
Keep High=> total_count=22, avg_price_diff=317, total_volume_a=3155299.0, total_volume_b=1748200.0
Keep High=> total_count=1, avg_price_diff=308, total_volume_a=107579.0, total_volume_b=70952.0
Keep High=> total_count=3, avg_price_diff=311, total_volume_a=314706.0, total_volume_b=235535.0
Keep High=> total_count=1, avg_price_diff=310, total_volume_a=61009.0, total_volume_b=100.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=2824.0, total_volume_b=300.0
Keep High=> total_count=1, avg_price_diff=319, total_volume_a=92958.0, total_volume_b=83596.0
Keep High=> total_count=6, avg_price_diff=308, total_volume_a=480537.0, total_volume_b=156801.0
Keep High=> total_count=6, avg_price_diff=303, total_volume_a=91299.0, total_volume_b=64708.0
Keep High=> total_count=3, avg_price_diff=309, total_volume_a=42345.0, total_volume_b=87475.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=516202.0, total_volume_b=32014.0
Keep High=> total_count=6, avg_price_diff=314, total_volume_a=1231961.0, total_volume_b=626153.0
Keep High=> total_count=2, avg_price_diff=302, total_volume_a=58988.0, total_volume_b=192445.0
Keep High=> total_count=2, avg_price_diff=304, total_volume_a=137620.0, total_volume_b=86132.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=4390.0, total_volume_b=42050.0
Keep High=> total_count=4, avg_price_diff=306, total_volume_a=59774.0, total_volume_b=133778.0
Keep High=> total_count=3, avg_price_diff=304, total_volume_a=132963.0, total_volume_b=39340.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=2006.0, total_volume_b=6275.0
Keep High=> total_count=7, avg_price_diff=303, total_volume_a=176166.0, total_volume_b=231792.0
Keep High=> total_count=5, avg_price_diff=307, total_volume_a=48210.0, total_volume_b=16160.0
Keep High=> total_count=5, avg_price_diff=304, total_volume_a=363617.0, total_volume_b=115809.0
Keep High=> total_count=3, avg_price_diff=302, total_volume_a=31158.0, total_volume_b=14248.0
Keep High=> total_count=3, avg_price_diff=303, total_volume_a=380721.0, total_volume_b=198881.0
Keep High=> total_count=4, avg_price_diff=306, total_volume_a=250162.0, total_volume_b=122983.0
Keep High=> total_count=5, avg_price_diff=308, total_volume_a=272605.0, total_volume_b=152274.0
Keep High=> total_count=14, avg_price_diff=309, total_volume_a=764670.0, total_volume_b=504982.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=100056.0, total_volume_b=55836.0
Keep High=> total_count=3, avg_price_diff=303, total_volume_a=257518.0, total_volume_b=203652.0
Keep High=> total_count=1, avg_price_diff=304, total_volume_a=49858.0, total_volume_b=22495.0
Keep High=> total_count=1, avg_price_diff=304, total_volume_a=38114.0, total_volume_b=70778.0
Keep High=> total_count=9, avg_price_diff=305, total_volume_a=381326.0, total_volume_b=178492.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=7922.0, total_volume_b=15317.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=4316.0, total_volume_b=0.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=78170.0, total_volume_b=88322.0
Keep High=> total_count=2, avg_price_diff=306, total_volume_a=36397.0, total_volume_b=16175.0
Keep High=> total_count=2, avg_price_diff=309, total_volume_a=93073.0, total_volume_b=25937.0
Keep High=> total_count=14, avg_price_diff=306, total_volume_a=1206388.0, total_volume_b=291024.0
Keep High=> total_count=9, avg_price_diff=306, total_volume_a=678520.0, total_volume_b=409072.0
Keep High=> total_count=3, avg_price_diff=304, total_volume_a=470796.0, total_volume_b=150997.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=32270.0, total_volume_b=2050.0
Keep High=> total_count=3, avg_price_diff=302, total_volume_a=56930.0, total_volume_b=25251.0
Keep High=> total_count=22, avg_price_diff=307, total_volume_a=1078578.0, total_volume_b=520058.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=83875.0, total_volume_b=18667.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=41614.0, total_volume_b=2476.0
Keep High=> total_count=4, avg_price_diff=306, total_volume_a=1588741.0, total_volume_b=460912.0
Keep High=> total_count=54, avg_price_diff=315, total_volume_a=5260707.0, total_volume_b=2071985.0
Keep High=> total_count=9, avg_price_diff=305, total_volume_a=432537.0, total_volume_b=538371.0
Keep High=> total_count=2, avg_price_diff=309, total_volume_a=321628.0, total_volume_b=430581.0
Keep High=> total_count=4, avg_price_diff=304, total_volume_a=1292669.0, total_volume_b=558467.0
Keep High=> total_count=3, avg_price_diff=305, total_volume_a=227038.0, total_volume_b=330563.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=69658.0, total_volume_b=18174.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=93811.0, total_volume_b=94553.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=301949.0, total_volume_b=229373.0
Keep High=> total_count=5, avg_price_diff=353, total_volume_a=5387959.0, total_volume_b=3775273.0
Keep High=> total_count=9, avg_price_diff=313, total_volume_a=4767148.0, total_volume_b=3617370.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=473879.0, total_volume_b=374498.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=463554.0, total_volume_b=78544.0
Keep High=> total_count=5, avg_price_diff=320, total_volume_a=1462542.0, total_volume_b=1030129.0
Keep High=> total_count=7, avg_price_diff=312, total_volume_a=1986393.0, total_volume_b=942638.0
Keep High=> total_count=35, avg_price_diff=311, total_volume_a=6010227.0, total_volume_b=2591067.0
Keep High=> total_count=7, avg_price_diff=306, total_volume_a=422311.0, total_volume_b=474539.0
Keep High=> total_count=2, avg_price_diff=311, total_volume_a=596507.0, total_volume_b=471371.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=38781.0, total_volume_b=19897.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=121703.0, total_volume_b=6431.0
Keep High=> total_count=1, avg_price_diff=306, total_volume_a=100617.0, total_volume_b=50387.0
Keep High=> total_count=1, avg_price_diff=311, total_volume_a=40343.0, total_volume_b=12830.0
Keep High=> total_count=1, avg_price_diff=312, total_volume_a=105195.0, total_volume_b=43923.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=344215.0, total_volume_b=309400.0
Keep High=> total_count=4, avg_price_diff=309, total_volume_a=1365089.0, total_volume_b=378680.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=101390.0, total_volume_b=152590.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=51757.0, total_volume_b=10000.0
Keep High=> total_count=3, avg_price_diff=306, total_volume_a=163811.0, total_volume_b=110795.0
Keep High=> total_count=4, avg_price_diff=306, total_volume_a=536757.0, total_volume_b=53057.0
Keep High=> total_count=2, avg_price_diff=308, total_volume_a=241735.0, total_volume_b=190528.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=183329.0, total_volume_b=102275.0
Keep High=> total_count=2, avg_price_diff=307, total_volume_a=386843.0, total_volume_b=1060689.0
Keep High=> total_count=1, avg_price_diff=311, total_volume_a=87389.0, total_volume_b=63366.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=172918.0, total_volume_b=32339.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=132328.0, total_volume_b=87424.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=141458.0, total_volume_b=36348.0
Keep High=> total_count=6, avg_price_diff=306, total_volume_a=361336.0, total_volume_b=95697.0
Keep High=> total_count=12, avg_price_diff=307, total_volume_a=2254290.0, total_volume_b=900503.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=87161.0, total_volume_b=110476.0
Keep High=> total_count=3, avg_price_diff=306, total_volume_a=480525.0, total_volume_b=293891.0
Keep High=> total_count=1, avg_price_diff=305, total_volume_a=225798.0, total_volume_b=28020.0
Keep High=> total_count=25, avg_price_diff=338, total_volume_a=8817180.0, total_volume_b=7518229.0
Keep High=> total_count=111, avg_price_diff=363, total_volume_a=43713169.0, total_volume_b=25790763.0
Keep High=> total_count=386, avg_price_diff=334, total_volume_a=43469460.0, total_volume_b=23239249.0
Keep High=> total_count=2, avg_price_diff=301, total_volume_a=105263.0, total_volume_b=47201.0
Keep High=> total_count=6, avg_price_diff=305, total_volume_a=1022871.0, total_volume_b=555913.0
Keep High=> total_count=1, avg_price_diff=301, total_volume_a=72034.0, total_volume_b=43404.0
Keep High=> total_count=1, avg_price_diff=308, total_volume_a=1563212.0, total_volume_b=383986.0
Keep High=> total_count=2, avg_price_diff=307, total_volume_a=673801.0, total_volume_b=118210.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=455873.0, total_volume_b=182771.0
Keep High=> total_count=1, avg_price_diff=307, total_volume_a=237457.0, total_volume_b=247961.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=508717.0, total_volume_b=221148.0
Keep High=> total_count=1, avg_price_diff=300, total_volume_a=108891.0, total_volume_b=109859.0
Keep High=> total_count=1, avg_price_diff=309, total_volume_a=175967.0, total_volume_b=339994.0
Keep High=> total_count=2, avg_price_diff=300, total_volume_a=225707.0, total_volume_b=110656.0
Keep High=> total_count=5, avg_price_diff=308, total_volume_a=3008376.0, total_volume_b=284600.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=210566.0, total_volume_b=71449.0
Keep High=> total_count=17, avg_price_diff=307, total_volume_a=2443840.0, total_volume_b=1523431.0
Keep High=> total_count=88, avg_price_diff=320, total_volume_a=11321608.0, total_volume_b=5092520.0
Keep High=> total_count=6, avg_price_diff=304, total_volume_a=410281.0, total_volume_b=279111.0
Keep High=> total_count=2, avg_price_diff=305, total_volume_a=15815.0, total_volume_b=10826.0
Keep High=> total_count=374, avg_price_diff=322, total_volume_a=37619244.0, total_volume_b=15132639.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=47026.0, total_volume_b=55861.0
Keep High=> total_count=1, avg_price_diff=303, total_volume_a=65620.0, total_volume_b=22904.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=130782.0, total_volume_b=66116.0
Keep High=> total_count=4, avg_price_diff=306, total_volume_a=686855.0, total_volume_b=217004.0
Keep High=> total_count=2, avg_price_diff=303, total_volume_a=157919.0, total_volume_b=165046.0
Keep High=> total_count=2, avg_price_diff=305, total_volume_a=51230.0, total_volume_b=55502.0
Keep High=> total_count=1, avg_price_diff=302, total_volume_a=548432.0, total_volume_b=151452.0
Keep Low=> total_count=50, avg_price_diff=79, total_volume_a=10923592.0, total_volume_b=20513696.0
Keep Low=> total_count=3, avg_price_diff=91, total_volume_a=75246.0, total_volume_b=1216982.0
Keep Low=> total_count=1, avg_price_diff=94, total_volume_a=77918.0, total_volume_b=36913.0
Keep Low=> total_count=3, avg_price_diff=93, total_volume_a=155763.0, total_volume_b=139631.0
Keep Low=> total_count=149, avg_price_diff=78, total_volume_a=11524996.0, total_volume_b=8293903.0
Keep Low=> total_count=60, avg_price_diff=86, total_volume_a=4088441.0, total_volume_b=1672789.0
Keep Low=> total_count=9, avg_price_diff=88, total_volume_a=864489.0, total_volume_b=253535.0
Keep Low=> total_count=21, avg_price_diff=92, total_volume_a=1335444.0, total_volume_b=957747.0
Keep Low=> total_count=1, avg_price_diff=98, total_volume_a=366125.0, total_volume_b=313805.0
Keep Low=> total_count=23, avg_price_diff=91, total_volume_a=1360176.0, total_volume_b=1939622.0
Keep Low=> total_count=3, avg_price_diff=97, total_volume_a=200066.0, total_volume_b=144367.0
Keep Low=> total_count=13, avg_price_diff=86, total_volume_a=1722013.0, total_volume_b=3042258.0
Keep Low=> total_count=32, avg_price_diff=81, total_volume_a=10505023.0, total_volume_b=5124204.0
Keep Low=> total_count=6, avg_price_diff=80, total_volume_a=2159082.0, total_volume_b=1536068.0
Keep Low=> total_count=3, avg_price_diff=87, total_volume_a=2082733.0, total_volume_b=628343.0
Keep Low=> total_count=19, avg_price_diff=88, total_volume_a=5899533.0, total_volume_b=2714187.0
Keep Low=> total_count=1, avg_price_diff=96, total_volume_a=218582.0, total_volume_b=19759.0
Keep Low=> total_count=1, avg_price_diff=92, total_volume_a=110539.0, total_volume_b=100110.0
Keep Low=> total_count=4, avg_price_diff=93, total_volume_a=453534.0, total_volume_b=137435.0
